OBJECTID;Identifiant;Identifiant CTV;Code postal de l'arrondissement;Numéro de STV;Typologie;Maitre d'ouvrage;Objet;Description;Voie(s);Précisions de localisation;Date de début;Date de fin;Impact sur la circulation;Détail de l'impact sur la circulation;Niveau de perturbation;Statut;URL LettreInfoChantier;Auteur du chantier;Date de création;Dernier éditeur;Date dernière MAJ;SHAPE.AREA;SHAPE.LEN;geo_shape;geo_point_2d
1873;CP000222;;75018;5;2;Eau de Paris;ENTRETIEN_RESEAU;Renouvellement des conduites;Place Albert Kahn;L'îlot côté impair;2017-04-24T06:00:00+02:00;2017-07-03T06:00:00+02:00;RESTREINTE;Neutralisation du couloir de bus, il reste une file de circulation au droit de l'emprise.;2;1;;Esri_Anonymous;2017-02-27T16:03:47+01:00;Esri_Anonymous;2017-02-27T16:12:42+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.346063570784704, 48.895669138579066], [2.346055463613272, 48.89566640983905], [2.345998342544121, 48.89567683398805], [2.345916259288389, 48.895730066095865], [2.345886384312601, 48.895839948188694], [2.34601212953004, 48.89587552765475], [2.346123751732698, 48.89573925170919], [2.346063570784704, 48.895669138579066]]]}";48.8957694613, 2.34600102008
2088;CP000237;;75008;5;3;Cogedim;REHABILITATION_IMMEUBLE;Travaux de curage;Avenue matignon;N°16;2017-03-27T04:00:00+02:00;2017-05-02T04:00:00+02:00;RESTREINTE;fermeture du couloir  bus;2;1;;Esri_Anonymous;2017-03-09T17:37:28+01:00;Esri_Anonymous;2017-03-09T17:37:28+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.313541706776367, 48.87079445367091], [2.313537568231176, 48.870799798116636], [2.313533499063118, 48.87079977477962], [2.31345580937652, 48.87082885463865], [2.313559927722019, 48.870955604470346], [2.313649894439711, 48.87092122676504], [2.313541706776367, 48.87079445367091]]]}";48.8708758336, 2.31355247153
1553;CP000199;;75002;1;1;DVD;REAMENAGEMENT_VOIRIE;Création de jardinière, aménagement accessibilité;Rue  Turbigo;du n°23 au n°29;2017-02-27T06:00:00+01:00;2017-03-19T06:00:00+01:00;RESTREINTE;Fermeture du tronçon entre la rue Turbigo et la rue St Denis et neutralisation d'une file de circulation;2;2;;Esri_Anonymous;2017-01-27T17:38:58+01:00;Esri_Anonymous;2017-02-27T10:37:22+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.350882284509797, 48.86435581904186], [2.350874783912325, 48.86430478100073], [2.3501226953558962, 48.86413631263132], [2.350148083847713, 48.86418273709225], [2.350159685860476, 48.86423111381251], [2.3501788533929773, 48.86432516078117], [2.350476788268268, 48.86424893977095], [2.35087441605083, 48.86433430360354], [2.350882284509797, 48.86435581904186]]]}";48.8642430628, 2.35038432271
1489;CP000195;;75006;2;2;CPCU;TRAVAUX_URGENCE;Affaissement de chaussée;Rue Auguste Comte;;2017-01-23T03:00:00+01:00;2017-03-11T03:00:00+01:00;SENS_UNIQUE;d'Auguste Comte depuis St Michel vers Observatoire et mise en sens unique d'Auguste Comte depuis Observatoire vers Assas;1;4;;Esri_Anonymous;2017-01-26T18:01:15+01:00;Esri_Anonymous;2017-03-15T16:55:24+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.336538195642578, 48.84421995323581], [2.336541854707387, 48.84428660100985], [2.336714939565027, 48.84428399211147], [2.336713939453056, 48.84422092775704], [2.336538195642578, 48.84421995323581]]]}";48.8442527939, 2.33662642381
1633;CP000205;;75013;8;2;CPCU;RACCORDEMENT_RESEAU;;rue Château des Rentiers;du n°2 au n°14;2017-02-13T03:00:00+01:00;2017-06-09T06:00:00+02:00;RESTREINTE;Mise en impasse de la rue Regnault du 13/02/17 au 20/02/17 de 8h30 à 16h;2;2;;Esri_Anonymous;2017-02-01T17:52:37+01:00;CHANTIERP;2017-02-13T11:42:38+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.3714726675549542, 48.8224460016919], [2.3714685064366963, 48.82245403194173], [2.370702273967156, 48.82363104795474], [2.370750889969767, 48.82364472427255], [2.371590028056293, 48.8224895655399], [2.371513122179521, 48.82246231946148], [2.3714726675549542, 48.8224460016919]]]}";48.82296899, 2.37118690568
1666;CP000208;;75005;2;1;Ville de Paris;REFECTION_CHAUSSEE;;Rue Geoffroy St Hilaire;entre n°49 et 59;2017-04-03T04:00:00+02:00;2017-04-28T04:00:00+02:00;BARRAGE_TOTAL;Fermeture totale entre les n°49 et 59 - Mise en impasse entre Daubenton et n°49;1;1;;Esri_Anonymous;2017-02-06T12:41:48+01:00;CHANTIERP;2017-02-13T11:36:29+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.355353662472319, 48.84266530357142], [2.355007335712274, 48.84355815430543], [2.355127645823112, 48.84359568571348], [2.35547962854739, 48.842682639389466], [2.355353662472319, 48.84266530357142]]]}";48.8431267072, 2.35524182418
1345;CP000183;;75013;8;2;RTE;CREATION_RESEAUX;Ligne électrique souterraine 225kv;Avenue de la pte d'Italie - avenue de Fontainebleau;;2017-02-06T07:00:00+01:00;2017-02-24T03:00:00+01:00;RESTREINTE;Circulation modifiée selon le phasage;2;4;;Esri_Anonymous;2017-01-17T16:13:42+01:00;Esri_Anonymous;2017-03-06T15:42:44+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.360275122467951, 48.815947291743335], [2.3603163258382223, 48.815901880192115], [2.360422259009145, 48.81588097322952], [2.36053192649132, 48.81588692823549], [2.36060052528559, 48.81592755868771], [2.3604223420231563, 48.81554276328826], [2.360409787998556, 48.81557222199044], [2.360376615973542, 48.81562572872975], [2.360294737898466, 48.8156736064549], [2.360221121163452, 48.81571079239061], [2.360243168454833, 48.81590148876825], [2.360275122467951, 48.815947291743335]]]}";48.8157734417, 2.36038607145
1617;CP000204;;75017;5;1;Ville de Paris;TRAVAUX_TRAMWAY;;Tramway T3N;;2014-02-01T03:00:00+01:00;2018-12-31T02:00:00+01:00;RESTREINTE;Réduction de la circulation selon les phases;2;2;;Esri_Anonymous;2017-02-01T17:38:30+01:00;Esri_Anonymous;2017-02-15T14:35:12+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.313860836438678, 48.89424546693957], [2.313375319307229, 48.89447694814583], [2.314139734609267, 48.894851725022335], [2.3152742866052, 48.895250086888296], [2.316575390585973, 48.89567622864867], [2.321496983762356, 48.89754545887074], [2.322085822027461, 48.897656155288615], [2.32296889629102, 48.897679938455326], [2.3230617179197592, 48.897742196110016], [2.323020009373904, 48.8984451747095], [2.322834769707566, 48.898602485083195], [2.323004760334971, 48.898678598674195], [2.323064774111667, 48.89875945848391], [2.323708046866863, 48.89875504111125], [2.32342303940445, 48.89844476866771], [2.323456496689098, 48.89774979496125], [2.323559099224781, 48.89768595801379], [2.324311985320283, 48.897703627817314], [2.329065551428127, 48.89780013756891], [2.3289600046273202, 48.89746135966612], [2.328711975630436, 48.897438496585785], [2.326514312973639, 48.89739126607229], [2.322169828146332, 48.897300426045], [2.321725202197196, 48.89721393277996], [2.318281369633887, 48.89591016410654], [2.317569495624934, 48.89563723105246], [2.317208538693276, 48.89550549214308], [2.316858492938243, 48.8953672717884], [2.316383398018852, 48.89520216270661], [2.316116943373939, 48.89508821156772], [2.315678878356724, 48.89492033612165], [2.314055825589479, 48.89430488178962], [2.313860836438678, 48.89424546693957]]]}";48.8966951701, 2.32102980313
1729;CP000212;;75005;2;2;Enedis;INSPECTION_SONDAGE_RESEAU;;carrefour rue St  Jacques /bd St Germain;;2017-02-27T03:00:00+01:00;2017-03-17T03:00:00+01:00;RESTREINTE;report de la piste vélo au droit de l'emprise;2;2;;Esri_Anonymous;2017-02-09T16:06:30+01:00;Esri_Anonymous;2017-02-27T10:38:36+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.345522272991397, 48.8509654346746], [2.345555280516546, 48.8509280374147], [2.345523183142717, 48.85089296861644], [2.3454579771526562, 48.850903348437676], [2.345502410861782, 48.85092774821951], [2.345522306695312, 48.85096275117961], [2.345522272991397, 48.8509654346746]]]}";48.8509212524, 2.3455155416
1265;CP000176;;75012;8;3;Gecina;REHABILITATION_IMMEUBLE;;5-9 rue Van Gogh;;2017-01-23T02:00:00+01:00;2018-07-31T04:00:00+02:00;RESTREINTE;Renvoi des piétons sur le trottoir le long du souterrain;2;1;;Esri_Anonymous;2017-01-11T16:44:07+01:00;CHANTIERP;2017-02-13T11:44:02+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.372033077732261, 48.84443637595628], [2.372074936616808, 48.844403281608535], [2.371169557033921, 48.84384408889962], [2.37111147598611, 48.84387709767092], [2.37156775351583, 48.844157903840426], [2.372033077732261, 48.84443637595628]]]}";48.8441337519, 2.37158500529
595;CP000060;;75013;8;2;RATP;TRAVAUX_PREPARATOIRES;Prolongement L14 : création de station + tunnel;115 - 141 av d'Italie;;2016-11-21T04:00:00+01:00;2024-06-30T08:00:00+02:00;RESTREINTE;Réduction de la circulation selon les phases - Maintien au minimum d'une file dans chaque sens;1;2;;Esri_Anonymous;2016-12-21T17:06:41+01:00;CHANTIERP;2017-02-13T11:44:44+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.358556975321327, 48.822384882430654], [2.358637921623958, 48.8223960246069], [2.358905929001361, 48.8215550796477], [2.358544325327002, 48.821509117634804], [2.358305111359825, 48.822352596118876], [2.358556975321327, 48.822384882430654]]]}";48.8219473213, 2.35860012434
738;CP000090;;75002;1;2;RATP;ENTRETIEN_RESEAU;Etanchéité de la station;Rue Rougemont/ bd Poissonnière;;2016-11-07T04:00:00+01:00;2017-03-31T04:00:00+02:00;RESTREINTE;Modification de la circulation selon les phases;2;2;;Esri_Anonymous;2016-12-22T15:29:21+01:00;Esri_Anonymous;2017-03-07T17:08:49+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.345583585921986, 48.87120345968411], [2.345879051538201, 48.871156888978994], [2.345856451021768, 48.871089544303096], [2.3455609334549, 48.87114027861339], [2.345574964315297, 48.871171883487285], [2.345583585921986, 48.87120345968411]]]}";48.8711471693, 2.3457221026
675;CP000076;;75006;2;1;Ville de Paris;SONDAGES_INJECTIONS;Consolidation du sous sol;Rue de Vaugirard;entre la rue d'Assas et la rue Cassette;2016-11-25T03:00:00+01:00;2017-03-31T06:00:00+02:00;BARRAGE_TOTAL;Neutralisation du stationnement;1;2;;Esri_Anonymous;2016-12-22T12:19:36+01:00;CHANTIERP;2017-03-15T15:02:00+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.329680037966604, 48.84788381131414], [2.330829544416096, 48.848215056417864], [2.330833149901086, 48.848215076583756], [2.330828598535117, 48.84814842384013], [2.329716810418804, 48.847828097806214], [2.329680037966604, 48.84788381131414]]]}";48.8480193162, 2.33026467633
433;CP000029;;75008;5;2;Climespace;RACCORDEMENT_RESEAU;Raccordement du 49/51 rue de la Boétie;Rue du Faubourg Saint Honoré;au niveau de la Place Chassaigne Goyon;2017-01-16T05:00:00+01:00;2017-04-27T04:00:00+02:00;RESTREINTE;Neutralisation d'une file;2;2;;Esri_Anonymous;2016-12-15T16:57:02+01:00;Esri_Anonymous;2017-03-10T17:06:48+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.310185608696461, 48.87312515988846], [2.310715848672691, 48.872954069430655], [2.310658663865299, 48.87290172398696], [2.310145449528072, 48.8730632749728], [2.310149693284882, 48.8730764819829], [2.310149511761808, 48.87307659964989], [2.310185608696461, 48.87312515988846]]]}";48.8730123046, 2.31042311132
725;CP000084;;75004;1;1;Ville de Paris;REAMENAGEMENT_VOIRIE;;Voie Georges Pompidou;;2016-09-09T16:00:00+02:00;2017-04-30T06:00:00+02:00;RESTREINTE;Fermeture du quai bas;2;4;;Esri_Anonymous;2016-12-22T14:49:54+01:00;CHANTIERP;2017-02-13T11:43:32+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.357847676533136, 48.853134821229], [2.358092674928439, 48.85300466563751], [2.358094470507886, 48.85300527064236], [2.358225965487216, 48.85294172798491], [2.358365505259823, 48.85288358307259], [2.358587476324378, 48.85279316052209], [2.358979552561033, 48.852651299409736], [2.359626975114097, 48.852416811514175], [2.359949316402454, 48.85230074876271], [2.36023181428606, 48.85219934382233], [2.360389356770995, 48.85214307711016], [2.360510762336331, 48.852093160756944], [2.360615995559835, 48.852038993850414], [2.3607150126803003, 48.851977060091826], [2.360813287982793, 48.85190203398509], [2.360899011264617, 48.851821587793005], [2.360967664707633, 48.85173629008684], [2.361027334120911, 48.85164856556616], [2.361071759900932, 48.851554215907264], [2.361138886818724, 48.851299368109444], [2.361172675694041, 48.85104315237889], [2.361176702726106, 48.850861733524795], [2.361083288718112, 48.85083446453285], [2.3610778815361693, 48.85098137316953], [2.361048485686679, 48.85117336424773], [2.361000590428158, 48.85147709572418], [2.360969772918437, 48.85156437986779], [2.360925478269833, 48.85164802157705], [2.360864944409154, 48.85173276726558], [2.36081190505194, 48.85179435231343], [2.3607252809244113, 48.85187479363246], [2.360641580478049, 48.85193740462289], [2.360577980214758, 48.85197811217792], [2.360447334257109, 48.85204642046744], [2.360307841493094, 48.852100999441326], [2.359964660128647, 48.8522258750836], [2.359373390397073, 48.852439249172434], [2.358491451735981, 48.85275814202857], [2.358165240744733, 48.85289500101559], [2.357794332183604, 48.85307445182287], [2.357847676533136, 48.853134821229]]]}";48.8521287995, 2.35987598483
790;CP000105;;75014;2;3;Prison de la Santé;REHABILITATION_IMMEUBLE;;Rue de la Santé;entre bd Arago et rue Jean Dolent;2015-09-01T08:00:00+02:00;2018-05-31T08:00:00+02:00;SENS_UNIQUE;du bd Arago vers la rue J. Dolent;1;2;;Esri_Anonymous;2016-12-22T16:57:43+01:00;Esri_Anonymous;2017-02-13T14:42:34+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.341453250503334, 48.83462723859446], [2.341538765985359, 48.83461697271988], [2.341283696854568, 48.8332439536256], [2.341218579936299, 48.833248963328515], [2.341453250503334, 48.83462723859446]]]}";48.8339661801, 2.34137923673
818;CP000127;;75008;5;2;EOLE;TRAVAUX_PREPARATOIRES;Rabattement de nappe;Av César Caire;;2016-07-18T04:00:00+02:00;2017-03-31T04:00:00+02:00;RESTREINTE;Maintien de 3,5m de circulation en direction de place St Augustin;2;2;;Esri_Anonymous;2016-12-22T17:57:50+01:00;CHANTIERP;2017-02-13T11:44:32+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.319098927929994, 48.876576125938094], [2.319280984082113, 48.8765854900942], [2.319393802323242, 48.87623396511924], [2.319217251804308, 48.87621749438673], [2.319098927929994, 48.876576125938094]]]}";48.8764037614, 2.31924726547
726;CP000086;;75004;1;1;Ville de Paris;REAMENAGEMENT_VOIRIE;;Voie Georges Pompidou;;2016-09-09T10:00:00+02:00;2017-04-30T06:00:00+02:00;RESTREINTE;Fermeture du quai bas;2;4;;Esri_Anonymous;2016-12-22T14:53:42+01:00;CHANTIERP;2017-02-13T11:43:32+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.363979227289029, 48.84776004741948], [2.364878978399913, 48.8471532812606], [2.364879007400147, 48.847150901714244], [2.364937762943361, 48.84706317009364], [2.364894805123417, 48.847037957002556], [2.3647837736366, 48.84712541106002], [2.36437474911529, 48.84740521605561], [2.363884007386411, 48.8477333653912], [2.363979227289029, 48.84776004741948]]]}";48.8474106709, 2.36442842549
707;CP000085;;75004;1;1;Ville de Paris;REAMENAGEMENT_VOIRIE;;Voie Georges Pompidou;;2016-09-09T16:00:00+02:00;2017-04-30T06:00:00+02:00;RESTREINTE;Fermeture du quai bas;2;4;;Esri_Anonymous;2016-12-22T14:52:15+01:00;CHANTIERP;2017-02-13T11:43:32+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.361181152688245, 48.85064581313938], [2.36118694602827, 48.85046737781914], [2.361190976766017, 48.850359129547954], [2.361193643551661, 48.8502151812628], [2.361204805288677, 48.85011351565047], [2.361222181355089, 48.8500196158658], [2.361288474394767, 48.84983258002047], [2.361376230132888, 48.84965934147305], [2.361498127648448, 48.8494952084556], [2.361569292430773, 48.849425390775956], [2.361645072603136, 48.84934667516345], [2.361688782605786, 48.84931062024512], [2.361616232262767, 48.8492727551901], [2.361492258948134, 48.849385717405106], [2.361356055953386, 48.84954025618728], [2.3612447851052, 48.849719912912576], [2.361227156056117, 48.84976086629605], [2.361120778617237, 48.85005595701942], [2.361097603744773, 48.8502551205676], [2.361086852918393, 48.850617349566754], [2.361181152688245, 48.85064581313938]]]}";48.8499433556, 2.36127295797
706;CP000081;;75004;1;1;Ville de Paris;REAMENAGEMENT_VOIRIE;;Voie Georges Pompidou;;2016-09-09T14:00:00+02:00;2017-04-30T06:00:00+02:00;RESTREINTE;Fermeture du quai bas;2;4;;Esri_Anonymous;2016-12-22T14:41:40+01:00;CHANTIERP;2017-02-13T11:43:32+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.349004419101852, 48.856517740555915], [2.349283317934558, 48.85641931708497], [2.349285135823144, 48.85641813712846], [2.349937467374023, 48.85615874377008], [2.350328482629178, 48.85603356140146], [2.350619744032295, 48.85595542834297], [2.350658540027144, 48.85588068329562], [2.350253295461489, 48.855990321534], [2.350168231412172, 48.85601603434831], [2.349972686785387, 48.85608159983777], [2.349630362697949, 48.85620585495498], [2.349182769803215, 48.856385456481135], [2.348972680749541, 48.85646045906137], [2.349004419101852, 48.856517740555915]]]}";48.8561919265, 2.34979458284
513;CP000038;;75001;1;3;SEMPARISEINE;REAMENAGEMENT_SECTEUR;;Les Halles;;2011-01-01T02:00:00+01:00;2018-12-31T02:00:00+01:00;BARRAGE_TOTAL;Fermeture voies souterraines;2;2;;Esri_Anonymous;2016-12-20T14:47:29+01:00;CHANTIERP;2017-02-13T11:49:04+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.343112934698861, 48.86338063133944], [2.343220415637406, 48.8636135502907], [2.343220756223126, 48.86361551183544], [2.343224858684826, 48.863612849800305], [2.343223707011016, 48.86361381027744], [2.343978671272681, 48.86340198738067], [2.345120718228154, 48.86316425752925], [2.348599313144526, 48.86240240864632], [2.347486231206208, 48.860431180236844], [2.346700589321259, 48.86052941872917], [2.346520139440769, 48.86017203960839], [2.345897350488256, 48.86086192878195], [2.345006432689296, 48.86109142875614], [2.345240610734831, 48.86149451104763], [2.342433173072005, 48.86212211308003], [2.342512778420556, 48.86226411944845], [2.34257102675688, 48.86233769399415], [2.342697229816042, 48.8623091179532], [2.34274770273631, 48.862411919861586], [2.342903267174944, 48.86239811205197], [2.342947091803109, 48.862447171040536], [2.343124384861249, 48.86247252739979], [2.343168085858348, 48.86253141369039], [2.343329888033378, 48.86261039013413], [2.343401947334227, 48.86275718841547], [2.343369434026927, 48.86293893981908], [2.34325003462417, 48.863068922871314], [2.343026759985352, 48.86316533498421], [2.343112934698861, 48.86338063133944]]]}";48.8620310032, 2.3457476839
814;CP000121;;75008;5;2;EOLE;TRAVAUX_PREPARATOIRES;Dévoiement des concessionnaires;Porte Maillot;;2016-07-25T06:00:00+02:00;2021-12-31T03:00:00+01:00;RESTREINTE;Modification de la circulation selon les phases;2;2;;Esri_Anonymous;2016-12-22T17:44:33+01:00;CHANTIERP;2017-02-13T11:44:32+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.281191969395316, 48.87846526115159], [2.281873132157663, 48.87864649852134], [2.282267057355094, 48.878705227043476], [2.282629835502358, 48.87866177166895], [2.28304240266975, 48.8785488272956], [2.283366076336956, 48.878389720471034], [2.283735283435517, 48.87817451904738], [2.283895377973734, 48.878073481721486], [2.284008305224239, 48.87785137794779], [2.284130365571766, 48.877556857964244], [2.284148375384615, 48.87743081331742], [2.283984092031109, 48.877244628625064], [2.283689123206928, 48.87709255529968], [2.283259658390533, 48.87695578053093], [2.282707241801774, 48.87688268557251], [2.282051177339539, 48.876948538896364], [2.28158920083269, 48.87710412880175], [2.281240486209803, 48.87730870962843], [2.280934379268058, 48.87766922400239], [2.28083212620926, 48.87800143695771], [2.2809097284761872, 48.878275679516], [2.281191969395316, 48.87846526115159]]]}";48.8777790698, 2.28246603077
289;CP000020;;75014;2;1;Ville de Paris;CREATION_ENTRETIEN_OUVRAGE_ART;Prolongement de la passerelle du Cambodge;Avenue Paul Vaillant Couturier;face au numéro 111;2017-01-03T04:00:00+01:00;2017-09-29T08:00:00+02:00;RESTREINTE;Reste 2 files selon les phases;2;2;;Esri_Anonymous;2016-12-14T15:29:52+01:00;Esri_Anonymous;2017-02-13T13:03:10+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.336175180371801, 48.81664842167704], [2.337292907917476, 48.81659394144852], [2.337291559864704, 48.81655824009357], [2.336170231154242, 48.81661269941397], [2.336175180371801, 48.81664842167704]]]}";48.816603341, 2.33673195883
813;CP000119;;75013;8;2;RATP;TRAVAUX_OUVRAGE;Remplacement pilier + verrières;Station Quai de la Gare;;2016-05-16T06:00:00+02:00;2017-03-31T06:00:00+02:00;RESTREINTE;Réduction files + neutralisation piste cyclable;2;2;;Esri_Anonymous;2016-12-22T17:31:52+01:00;Esri_Anonymous;2017-02-13T12:44:14+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.372762479141998, 48.83710483821083], [2.373272417907414, 48.837340710154436], [2.373388954015995, 48.837392183363434], [2.37348937261568, 48.83743494713068], [2.373513689732377, 48.83743626435311], [2.373595470418563, 48.837380177472035], [2.373636615138363, 48.83733101690868], [2.373591199954696, 48.837285567118485], [2.373463619156027, 48.83740328231187], [2.372777066282585, 48.83709093497214], [2.372762479141998, 48.83710483821083]]]}";48.8373056426, 2.37330542244
567;CP000054;;75017;5;2;RATP L14;TRAVAUX_OUVRAGE;Prolongement L14 : injections;36 bd des Batignolles;;2015-07-20T04:00:00+02:00;2017-04-30T04:00:00+02:00;RESTREINTE;Reste 2 x 2 files - Vélos dans circulation générale;2;2;;Esri_Anonymous;2016-12-21T16:16:21+01:00;CHANTIERP;2017-02-13T11:45:05+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.324102292979379, 48.88293819897295], [2.324471931416496, 48.88302118820536], [2.324471908272482, 48.88302297235008], [2.324565161633496, 48.88285693492943], [2.324177447608354, 48.88277681802752], [2.324102292979379, 48.88293819897295]]]}";48.882898086, 2.32433086894
801;CP000095;;75017;5;2;RATP L14;TRAVAUX_OUVRAGE;Prolongement L14 : Création de station;Porte de Clichy;;2014-01-01T03:00:00+01:00;2018-12-31T03:00:00+01:00;RESTREINTE;Réduction de la circulation selon les phases;2;2;;Esri_Anonymous;2016-12-22T16:21:02+01:00;Esri_Anonymous;2017-02-13T15:28:43+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.312693386936966, 48.89456752099836], [2.313083652085111, 48.894391300175045], [2.312482189190201, 48.89416417855011], [2.312480353439326, 48.89416654762301], [2.312693386936966, 48.89456752099836]]]}";48.8943738587, 2.31275180216
418;CP000030;;75009;1;2;CPCU;INSPECTION_SONDAGE_RESEAU;;Rue d'Athènes;du n°1 au n°5 , du n°2 au n°18;2017-01-09T06:00:00+01:00;2017-04-14T12:00:00+02:00;RESTREINTE;Neutralisation du stationnement, reste une file de circulation;2;2;;Esri_Anonymous;2016-12-15T17:00:05+01:00;CHANTIERP;2017-02-13T11:41:43+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.329849885661368, 48.878159852466446], [2.329900357085492, 48.87816121779254], [2.329914757056643, 48.87806265654776], [2.32782344577381, 48.877913789873745], [2.327812602972811, 48.878017344204274], [2.329849885661368, 48.878159852466446]]]}";48.8780389327, 2.32885810149
882;CP000134;;75008;5;3;La Poste;REHABILITATION_IMMEUBLE;;49-51 rue de la Boétie;;2016-03-21T02:00:00+01:00;2017-07-31T04:00:00+02:00;RESTREINTE;Neutralisation d'une file (reste 1 file + couloir bus) - Passage en lice des piétons;2;2;;Esri_Anonymous;2016-12-23T10:09:52+01:00;CHANTIERP;2017-02-13T11:44:02+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.313297857117621, 48.87337860119575], [2.313276382021232, 48.87346436868279], [2.313861073334765, 48.873558980435234], [2.31388237074101, 48.87348663180601], [2.313297857117621, 48.87337860119575]]]}";48.8734707363, 2.31357151413
753;CP000088;;75009;1;3;GENERALI;REHABILITATION_IMMEUBLE;;7 bd Haussmann / 12 rue Taitbout;;2016-07-04T06:00:00+02:00;2017-09-30T06:00:00+02:00;RESTREINTE;Maintien de 2 files de circulation - Neutralisation stationnement;2;2;;Esri_Anonymous;2016-12-22T15:12:50+01:00;CHANTIERP;2017-02-13T11:44:02+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.33678295700849, 48.87231501226013], [2.336812298653859, 48.87241868344616], [2.337287429305102, 48.87235706789658], [2.3372562680352322, 48.872254576578115], [2.337256283161825, 48.87225338773455], [2.33678295700849, 48.87231501226013]]]}";48.8723360759, 2.33703475297
722;CP000080;;75004;1;1;Ville de Paris;REAMENAGEMENT_VOIRIE;;Voie Georges Pompidou;;2016-09-09T14:00:00+02:00;2017-04-30T06:00:00+02:00;RESTREINTE;Fermeture du quai bas;2;4;;Esri_Anonymous;2016-12-22T14:40:42+01:00;CHANTIERP;2017-02-13T11:43:32+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.347229357344338, 48.85701848126777], [2.347243751934884, 48.85702093947412], [2.3486822801718272, 48.85661354834235], [2.348641540453555, 48.85655502792653], [2.347197561011996, 48.856965958370274], [2.347229357344338, 48.85701848126777]]]}";48.8567885893, 2.34794228254
1537;CP000198;;75007;3;2;Climespace;RACCORDEMENT_RESEAU;Branchement au réseau;Rue de Bellechasse;entre rue de Grenelle et bd St Germain;2017-02-20T03:00:00+01:00;2017-08-16T06:00:00+02:00;RESTREINTE;Maintien d'une file de circulation. Fermeture de la rue st Dominique entre rue Bellechasse et bd St Germain les 10 et 11/04. Neutralisation de la voie bus sur bd St Germain à l'angle de Bellechasse du 26/06 au 04/08;2;2;;Esri_Anonymous;2017-01-27T17:06:10+01:00;Esri_Anonymous;2017-02-20T16:39:54+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.321935979981904, 48.85723647722996], [2.321906884763769, 48.85725534897645], [2.322802308346472, 48.85814204024764], [2.323014275841588, 48.858064714419385], [2.322994737013607, 48.858041998647906], [2.322815346070558, 48.858109990048206], [2.321935979981904, 48.85723647722996]]]}";48.8577304783, 2.32242627368
1697;CP000210;;75020;7;1;Ville de Paris;TRAVAUX_URGENCE;Affaissement de chaussée;Rue Ménilmontant;au niveau de la rue Henri Chevreau;2017-02-13T06:00:00+01:00;2017-03-31T06:00:00+02:00;IMPASSE;à compter du 02/03 des rues Ménilmontant, Sorbier et H. Chevreau;1;2;;Esri_Anonymous;2017-02-09T14:57:29+01:00;Esri_Anonymous;2017-03-16T18:02:59+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.389585261804956, 48.86871832002478], [2.389729182217903, 48.86874879772225], [2.38978428683428, 48.86866341673379], [2.389694398001184, 48.86863916373961], [2.389585261804956, 48.86871832002478]]]}";48.8686951441, 2.389694807
