OBJECTID;Identifiant;Identifiant CTV;Code postal de l'arrondissement;Numéro de STV;Typologie;Maitre d'ouvrage;Objet;Description;Voie(s);Précisions de localisation;Date de début;Date de fin;Impact sur la circulation;Détail de l'impact sur la circulation;Niveau de perturbation;Statut;URL LettreInfoChantier;Auteur du chantier;Date de création;Dernier éditeur;Date dernière MAJ;SHAPE.AREA;SHAPE.LEN;geo_shape;geo_point_2d
2065;CP000234;;75008;5;2;CPCU;TRAVAUX_URGENCE;Affaissement de chaussée causée par une fuite du réseau;Rue du Faubourg St Honoré;au carrefour avec l'avenue Matignon;2017-03-08T03:00:00+01:00;2017-03-17T02:00:00+01:00;RESTREINTE;;2;2;;Esri_Anonymous;2017-03-09T11:06:51+01:00;Esri_Anonymous;2017-03-10T15:26:51+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.314111469269851, 48.871836582358895], [2.314205612395745, 48.871794176374884], [2.314149642001273, 48.87171870122973], [2.31404368138815, 48.87173151493374], [2.314111469269851, 48.871836582358895]]]}";48.8717714833, 2.31412541653
1105;CP000166;;75017;5;2;CPCU;ENTRETIEN_RESEAU;Sinistre;Rue de Prony;du n°71 au n°65;2017-01-30T04:00:00+01:00;2017-05-26T10:00:00+02:00;RESTREINTE;Modification des files de circulation selon le phasage;2;2;;Esri_Anonymous;2016-12-30T11:55:20+01:00;Esri_Anonymous;2017-02-13T15:34:19+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.3026528810000713, 48.88289207139786], [2.302640601522794, 48.8828973680024], [2.302644706201624, 48.88289470829642], [2.301400434554906, 48.883421583516544], [2.301428416099904, 48.88345932366852], [2.302705137359358, 48.88294068891001], [2.3026528810000713, 48.88289207139786]]]}";48.8831625442, 2.30208460188
1473;CP000193;;75010;6;3;Les petites heures;REHABILITATION_IMMEUBLE;Réhabilitation d'une salle de théâtre;Boulevard de Strasbourg;n°13;2017-02-20T04:00:00+01:00;2018-04-30T08:00:00+02:00;RESTREINTE;Neutralisation d'une file de circulation;2;2;;Esri_Anonymous;2017-01-26T17:46:51+01:00;Esri_Anonymous;2017-02-20T16:34:31+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.354704764178728, 48.87043428724189], [2.354802427213946, 48.87041220791613], [2.354515833427692, 48.869915803629944], [2.354453380253064, 48.86993450314939], [2.354586596151399, 48.87017257716755], [2.354704764178728, 48.87043428724189]]]}";48.8701919139, 2.35463202572
2115;CP000238;;75008;5;2;Climespace;CREATION_RESEAUX;travaux de raccordement;rue du faubourg Saint honoré;du n°124 au n° 130;2017-03-27T04:00:00+02:00;2017-05-19T04:00:00+02:00;RESTREINTE;;2;1;;Esri_Anonymous;2017-03-09T17:47:53+01:00;Esri_Anonymous;2017-03-09T17:47:53+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.313071768862822, 48.87214197884942], [2.313065344538761, 48.87211894489878], [2.313057348944357, 48.87210816266412], [2.313041109981726, 48.872105385831254], [2.312955245496688, 48.87213710206531], [2.312979161439561, 48.87217481655482], [2.313082696003729, 48.87214436096143], [2.313071768862822, 48.87214197884942]]]}";48.8721394438, 2.31301713054
1057;CP000161;;75008;5;2;CPCU;INSPECTION_SONDAGE_RESEAU;;Rue de Berri;du n°1 au n°15, du n°2 au n°6;2017-04-10T04:00:00+02:00;2017-07-13T04:00:00+02:00;RESTREINTE;Reste une file de circulation de 3.50m;2;1;;Esri_Anonymous;2016-12-29T13:55:36+01:00;Esri_Anonymous;2017-03-17T13:21:05+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.302902356801117, 48.87165331922236], [2.302722110039824, 48.8717381980554], [2.307200794129324, 48.87411651190437], [2.307199651251832, 48.874202433749126], [2.307331051154427, 48.874117265712115], [2.307380326350883, 48.874085327436504], [2.302902356801117, 48.87165331922236]]]}";48.872842541, 2.3049468068
1073;CP000162;;75008;5;2;CPCU;INSPECTION_SONDAGE_RESEAU;;rue st Honoré;n°186;2017-01-16T04:00:00+01:00;2017-03-10T04:00:00+01:00;RESTREINTE;Reste 6m de circulation;2;2;;Esri_Anonymous;2016-12-29T14:15:13+01:00;Esri_Anonymous;2017-02-27T17:32:15+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.306927921125423, 48.874431794489354], [2.306879645813155, 48.874388550750574], [2.306535858006905, 48.87452619402458], [2.3066002734586633, 48.87458027312038], [2.306911353394286, 48.87445318112296], [2.306927921125423, 48.874431794489354]]]}";48.8744849069, 2.30673624223
1921;CP000225;;75002;1;2;Climespace;CREATION_RESEAUX;;Rue du Pont Neuf;du n°9 au n°13;2017-04-18T04:00:00+02:00;2017-06-02T04:00:00+02:00;RESTREINTE;il reste une file de circulation;2;1;;Esri_Anonymous;2017-02-27T17:42:28+01:00;Esri_Anonymous;2017-02-27T17:42:28+01:00;0.0;0.0;;
1649;CP000206;;75020;7;3;First Avenue;CONSTRUCTION_IMMEUBLE;;Angle Pelleport / Orfila;;2017-03-13T04:00:00+01:00;2019-02-01T05:00:00+01:00;RESTREINTE;Déviation du cheminement piéton. Du 13 au 20/03/17, mise en sens unique de la rue Pelleport depuis Gambetta vers Villiers de l'Isle d'Adam pour les travaux préparatoires;2;2;;Esri_Anonymous;2017-02-06T11:33:07+01:00;Esri_Anonymous;2017-03-13T17:52:43+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.401184217907093, 48.868459396165235], [2.401214744013973, 48.86847085175329], [2.401290616409065, 48.86838140460686], [2.401262213765535, 48.86834200106408], [2.40110749574569, 48.86830910357753], [2.401100124642284, 48.86832274921177], [2.401240457468734, 48.86835200527582], [2.401256393175053, 48.86837766484241], [2.401184217907093, 48.868459396165235]]]}";48.8683830365, 2.40122043744
1570;CP000200;;75008;5;1;DVD;REAMENAGEMENT_VOIRIE;;Avenue Matignon;N°38;2017-02-06T04:00:00+01:00;2017-03-06T04:00:00+01:00;RESTREINTE;Couloir de bus neutralisé,reste une file de circulation de part et d'autre de l'emprise;2;4;;Esri_Anonymous;2017-01-31T17:22:26+01:00;Esri_Anonymous;2017-03-07T17:08:13+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.3146557252341, 48.87255887309694], [2.314738794113532, 48.872551019876255], [2.314728176097077, 48.87253549220885], [2.314710470341097, 48.872510406227896], [2.314671373465486, 48.87246616140324], [2.31460409393623, 48.87237059522767], [2.314551792979116, 48.87237029574232], [2.3146557252341, 48.87255887309694]]]}";48.8724713665, 2.31464256261
1362;CP000185;;75004;1;2;EVESA;ENTRETIEN_RESEAU;Maintenance des illuminations;Pont Notre Dame;;2017-04-18T04:00:00+02:00;2017-05-12T04:00:00+02:00;RESTREINTE;2 files neutralisées sur 3 (de 21h30 à 5h);2;1;;Esri_Anonymous;2017-01-18T14:39:02+01:00;CHANTIERP;2017-02-13T11:41:01+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.3486563222175842, 48.856539156589385], [2.3489511950280892, 48.856461046357], [2.348517210388766, 48.855696042017954], [2.348216918714753, 48.85577531154141], [2.3486563222175842, 48.856539156589385]]]}";48.8561167602, 2.34858475781
657;CP000065;;75001;1;3;CAP 5 Conseil Chanel;REHABILITATION_IMMEUBLE;;380-382 rue St Honoré;;2016-02-22T02:00:00+01:00;2017-12-31T02:00:00+01:00;RESTREINTE;Maintien 1 file de circulation;2;2;;Esri_Anonymous;2016-12-22T11:01:51+01:00;CHANTIERP;2017-02-13T11:44:02+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.3259070191851032, 48.86758497596074], [2.326180529371758, 48.86751404508098], [2.3261887005531863, 48.86751140743803], [2.326148712569503, 48.86745750041724], [2.325883234918659, 48.86753652830234], [2.3259070191851032, 48.86758497596074]]]}";48.8675217817, 2.32603605162
789;CP000102;;75010;6;1;Ville de Paris;ENTRETIEN_RESEAU;Rénovation du réseau;Pont Eugène Varlin;;2016-10-03T10:00:00+02:00;2017-04-28T04:00:00+02:00;BARRAGE_TOTAL;Fermeture du pont + réduction de la circulaiton sur quai de Valmy (maintien 3,5m);1;2;;Esri_Anonymous;2016-12-22T16:51:50+01:00;Esri_Anonymous;2017-03-10T14:15:45+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.365493478901874, 48.877724232675334], [2.365538013035953, 48.87762215071645], [2.365779086983405, 48.877525869407386], [2.365892673829191, 48.877530039675555], [2.365762716776625, 48.877388961759955], [2.365713061763551, 48.87746722213707], [2.365491987444918, 48.87755052223026], [2.365360494785776, 48.877535548300855], [2.365290514543456, 48.877505433650406], [2.365203281146397, 48.87741098091849], [2.365157986866101, 48.87742739727529], [2.36544470734909, 48.87772992325063], [2.365457203295508, 48.87774069694244], [2.365493478901874, 48.877724232675334]]]}";48.8775568767, 2.3655256839
691;CP000077;;75006;2;3;Bateg;REHABILITATION_IMMEUBLE;;40 rue des Saints Pères;;2016-09-13T04:00:00+02:00;2017-12-18T02:00:00+01:00;RESTREINTE;Neutralisation d'une file - Reste une file;2;2;;Esri_Anonymous;2016-12-22T12:27:06+01:00;CHANTIERP;2017-02-13T11:44:02+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.3305984911127933, 48.85489808503075], [2.330649353722972, 48.85486862520632], [2.330567049739821, 48.854678990913335], [2.330514491309297, 48.85470011229441], [2.330512627194896, 48.85470486125003], [2.3305984911127933, 48.85489808503075]]]}";48.854786428, 2.33058114267
641;CP000064;;75001;1;3;La Poste;REHABILITATION_IMMEUBLE;;52 rue du Louvre / rue JJ Rousseau;;2016-03-29T06:00:00+02:00;2018-09-30T06:00:00+02:00;RESTREINTE;Neutralisation de la voie bus - renvoi des piétons sur trottoir en face;2;2;;Esri_Anonymous;2016-12-22T10:56:49+01:00;CHANTIERP;2017-02-13T11:44:02+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.343091751362956, 48.86517149297599], [2.343109814683579, 48.86516921245287], [2.343135163610863, 48.86516102274595], [2.34313340663656, 48.8651574445017], [2.343137041939077, 48.8651550847866], [2.342848263145907, 48.86460263969949], [2.342787418529315, 48.86456542343251], [2.342774106313649, 48.864620079104846], [2.343064614106483, 48.86517848212473], [2.343091751362956, 48.86517149297599]]]}";48.8648795782, 2.34295104441
1745;CP000213;;75001;1;1;Ville de Paris;REAMENAGEMENT_VOIRIE;Requalification de l'espace public, plantation d'arbres et continuité piste cyclable;Rue de Turbigo;entre Etienne Marcel et entrée voirie souterraine des Halles;2017-03-13T06:00:00+01:00;2017-06-30T08:00:00+02:00;RESTREINTE;Maintien d'au moins une file dans chaque sens;2;2;;Esri_Anonymous;2017-02-09T16:55:15+01:00;Esri_Anonymous;2017-03-13T17:52:59+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.348528944420853, 48.86388460861763], [2.348954012570331, 48.863741916617734], [2.347809835435901, 48.86345641571067], [2.347652966915214, 48.86363279036052], [2.347669379981832, 48.863622138936066], [2.348528944420853, 48.86388460861763]]]}";48.8636785967, 2.34826396469
1521;CP000197;;75008;5;2;Eole;TRAVAUX_PREPARATOIRES;Rabattement de nappe;Rue de la Pépinière;n°6;2017-01-03T02:00:00+01:00;2017-07-31T04:00:00+02:00;RESTREINTE;Déviation de la piste cyclable sur chaussée;2;2;;Esri_Anonymous;2017-01-27T16:12:26+01:00;CHANTIERP;2017-02-13T11:44:44+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.323009242154149, 48.87520664337937], [2.323345335980297, 48.87522936425491], [2.32334787380388, 48.87517286504887], [2.323015364497136, 48.87515194873742], [2.323009242154149, 48.87520664337937]]]}";48.8751903078, 2.32318023313
1361;CP000184;;75004;1;2;EVESA;ENTRETIEN_RESEAU;Maintenance des illuminations;Pont d'Arcole;;2017-02-20T04:00:00+01:00;2017-02-24T04:00:00+01:00;BARRAGE_TOTAL;Pont fermé de 21h30 à 5h;2;4;;Esri_Anonymous;2017-01-18T14:35:40+01:00;Esri_Anonymous;2017-02-27T14:59:58+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.350680304688624, 48.85584216164532], [2.350928280230325, 48.85576498188092], [2.350426646607971, 48.855073382939565], [2.350185484959819, 48.85518272267477], [2.350680304688624, 48.85584216164532]]]}";48.8554624631, 2.35055375763
2164;CP000242;;75016;5;1;DVD;REFECTION_CHAUSSEE;Reprise de pavage;Avenue de la Grande Armée;En vis à vis du 21 au 15;2017-03-30T08:00:00+02:00;2017-04-28T08:00:00+02:00;RESTREINTE;maintien de deux files de circulation selon le phasage;2;1;;Esri_Anonymous;2017-03-10T17:38:01+01:00;Esri_Anonymous;2017-03-10T17:41:36+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.290834058046916, 48.874984439890255], [2.290922329389784, 48.875076222648836], [2.291298341203363, 48.87495498047991], [2.291205999915796, 48.87486317479186], [2.291197789279889, 48.874868494349215], [2.291205890338085, 48.874871226853905], [2.290834058046916, 48.874984439890255]]]}";48.8749717349, 2.29106513466
2161;CP000240;;75008;5;2;Climespace;CREATION_RESEAUX;;rue de la Boétie;du n°65 au n°63;2017-04-27T08:00:00+02:00;2017-07-10T04:00:00+02:00;RESTREINTE;ouverture du couloir bus à la circulation générale entre la rue de Courcelles et la rue du Faubourg Saint Honoré .;2;1;;Esri_Anonymous;2017-03-10T17:20:26+01:00;Esri_Anonymous;2017-03-17T13:12:56+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.311654938196232, 48.87305799178358], [2.311273797188426, 48.87295647880347], [2.311136030888233, 48.87291274068163], [2.311068034063084, 48.8728614394018], [2.310954538025023, 48.87282857709347], [2.31084390273123, 48.87288699007307], [2.311613236193911, 48.87313293513327], [2.311654938196232, 48.87305799178358]]]}";48.8729788459, 2.31125576171
2305;CP000254;;75008;5;2;CPCU;INSPECTION_SONDAGE_RESEAU;;rue de Ponthieu;du n°62 au n°70 et du n°57 ter au n° 65;2017-05-29T04:00:00+02:00;2017-08-25T04:00:00+02:00;RESTREINTE;Selon le phasage maintien d'une file de circulation en permanence.;2;1;;Esri_Anonymous;2017-03-17T17:27:56+01:00;Esri_Anonymous;2017-03-17T17:27:56+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.305174114886465, 48.87211735348666], [2.305259448478666, 48.8721259006185], [2.305418838457291, 48.87207314383359], [2.305346534603493, 48.87200293791894], [2.30421041363232, 48.87236338903096], [2.304283218661656, 48.872407428547014], [2.305174114886465, 48.87211735348666]]]}";48.8721990352, 2.30483918307
1249;CP000175;;75018;5;2;CPCU;CREATION_RESEAUX;Création de branchement;Rues Charles Lauth et Gaston Darboux;;2017-02-06T04:00:00+01:00;2017-07-28T08:00:00+02:00;RESTREINTE;Mise en sens unique du 06/02 au 10/04 de la rue Lauth;2;2;;Esri_Anonymous;2017-01-11T14:45:40+01:00;Esri_Anonymous;2017-02-13T15:48:45+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.36754308756635, 48.89943344443336], [2.367574260018949, 48.899466920563995], [2.368257744156546, 48.89905650480205], [2.368337368089621, 48.899037889880574], [2.368416690254398, 48.89904425628679], [2.369126995052031, 48.89954649378665], [2.369251140260863, 48.89957689069626], [2.369402840790569, 48.89956698139854], [2.370086254243652, 48.89916131410999], [2.370228844480969, 48.89915849461333], [2.370229155509921, 48.8989836073892], [2.370158785159467, 48.898983237330796], [2.369904484403975, 48.8991210974463], [2.36961351846994, 48.89930635216677], [2.369344318695169, 48.89948220333109], [2.369239575223543, 48.89948878959043], [2.368597186653386, 48.89904044973359], [2.368417859307522, 48.89894789544545], [2.368316797975737, 48.89894855224365], [2.368181808032957, 48.89899423944031], [2.367515401351382, 48.89941009860029], [2.36754308756635, 48.89943344443336]]]}";48.8992497786, 2.3689963019
1331;CP000182;;75004;1;2;EVESA;ENTRETIEN_RESEAU;Maintenance des illumniations;Pont Louis Philippe;;2017-03-27T06:00:00+02:00;2017-04-07T06:00:00+02:00;RESTREINTE;Maintien d'une file;2;1;;Esri_Anonymous;2017-01-17T16:03:05+01:00;CHANTIERP;2017-02-13T11:41:01+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.35418697264864, 48.853481496882274], [2.353993171780323, 48.85355302674802], [2.354600404748551, 48.854164277147305], [2.354778158647131, 48.85407838257212], [2.354779961596978, 48.854078392294184], [2.35418697264864, 48.853481496882274]]]}";48.8538193165, 2.35438959988
2259;CP000252;;75009;1;2;CPCU;INSPECTION_SONDAGE_RESEAU;;rue de Chateaudun;n°59;2017-04-10T06:00:00+02:00;2017-06-09T04:00:00+02:00;RESTREINTE;couloir de bus neutralisé;2;1;;Esri_Anonymous;2017-03-15T17:13:59+01:00;Esri_Anonymous;2017-03-17T13:00:48+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.332065359314781, 48.87622936991492], [2.332048670597291, 48.87626148565577], [2.332507668275924, 48.876325779979396], [2.332512116250147, 48.87629627954681], [2.332065359314781, 48.87622936991492]]]}";48.8762775482, 2.33227831124
2337;CP000256;;75005;2;2;CPCU;SONDAGES_INJECTIONS;;Rues des Ecoles, Cardinal Lemoine et Monge;;2017-04-03T04:00:00+02:00;2017-04-28T04:00:00+02:00;RESTREINTE;;2;1;;Esri_Anonymous;2017-03-21T17:50:32+01:00;Esri_Anonymous;2017-03-21T17:50:32+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.352942529436285, 48.84782291631157], [2.353054794233643, 48.84778307119232], [2.3530103637953133, 48.84773167003777], [2.352979705338994, 48.84773269409062], [2.352807289306366, 48.84753544779222], [2.352597831374602, 48.84741771631312], [2.35258471117664, 48.8474580984627], [2.352550106113195, 48.847486465829846], [2.352508439300328, 48.847502897355], [2.350258558570705, 48.84808677844946], [2.350205104156252, 48.84832563376595], [2.350115350546471, 48.848439364732805], [2.350296763796737, 48.84849270073966], [2.350357201207234, 48.84841688298486], [2.350326704081588, 48.84840481977861], [2.350515490502358, 48.84815599050801], [2.35055371605795, 48.84812645443954], [2.352655528826593, 48.8475619924265], [2.352687932172412, 48.84756573640325], [2.352723791831636, 48.847581397582395], [2.352942529436285, 48.84782291631157]]]}";48.8478952755, 2.35140030681
1074;CP000163;;75008;5;2;CPCU;INSPECTION_SONDAGE_RESEAU;;Bd Haussmann;du n°173 au n°171;2017-01-16T04:00:00+01:00;2017-03-10T04:00:00+01:00;RESTREINTE;Neutralisation de l'arrêt bus;2;2;;Esri_Anonymous;2016-12-29T14:28:39+01:00;CHANTIERP;2017-02-13T11:41:43+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.307061070818387, 48.874828318490906], [2.307058523252992, 48.87488422294971], [2.307361424280716, 48.87489311404318], [2.307365775168712, 48.874837220913946], [2.307363955687789, 48.87483840021382], [2.307061070818387, 48.874828318490906]]]}";48.8748609827, 2.30721113984
2081;CP000235;;75014;2;3;Snc Gentilly résident;RACCORDEMENT_RESEAU;raccordement d'un bâtiment au réseau d'assainissement;Paul Vaillant Couturier;N°59;2017-04-04T04:00:00+02:00;2017-04-21T04:00:00+02:00;SENS_UNIQUE;depuis la place Mazagran vers et jusqu'à la rue Blanqui;2;1;;Esri_Anonymous;2017-03-09T17:13:21+01:00;Esri_Anonymous;2017-03-09T17:13:21+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.342550180720162, 48.81609537163251], [2.3425483865806003, 48.81609476727379], [2.342503243443974, 48.81610284733764], [2.342532968484718, 48.8161743994487], [2.342587157357225, 48.816163394846306], [2.342550180720162, 48.81609537163251]]]}";48.8161347691, 2.342543664
811;CP000117;;75013;8;2;TRANSAMO;TRAVAUX_PREPARATOIRES;Création tramway T9;Av de la Porte de Choisy / Place de Port au Prince;;2016-07-01T06:00:00+02:00;2020-12-31T03:00:00+01:00;RESTREINTE;Réduction de la circulation selon les phases;2;2;;Esri_Anonymous;2016-12-22T17:24:26+01:00;Esri_Anonymous;2017-02-13T12:30:02+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.366760184847244, 48.81724587196923], [2.36480261047198, 48.819716795185634], [2.363238646551567, 48.81924658946894], [2.363065303460914, 48.819455126470864], [2.369198573458376, 48.82139963776377], [2.369339301436202, 48.82119629050272], [2.367257162943565, 48.820524685731435], [2.365175012721748, 48.81985841325376], [2.365506268075614, 48.819371429638295], [2.365920081277824, 48.81878283816887], [2.367059579489775, 48.817370985451554], [2.366760184847244, 48.81724587196923]]]}";48.8196438461, 2.36605997441
897;CP000135;;75008;5;2;RATP L14;TRAVAUX_OUVRAGE;Création puits pour accès pompiers;17 au 33 rue de St Pétersbourg;;2015-11-02T04:00:00+01:00;2017-12-31T04:00:00+01:00;SENS_UNIQUE;Mise en sens unique depuis Pl Clichy vers Pl Dublin;1;2;;Esri_Anonymous;2016-12-23T10:23:04+01:00;CHANTIERP;2017-02-13T11:45:05+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.325095096764796, 48.88125467329506], [2.325747675659438, 48.88206852640636], [2.325816992299992, 48.8821486300356], [2.325856931558884, 48.88219882366745], [2.325829612332238, 48.88221889582963], [2.325840959796667, 48.88224810890304], [2.325962400719087, 48.882203582312165], [2.325149411001675, 48.88123951272842], [2.325095096764796, 48.88125467329506]]]}";48.8817752284, 2.32555569909
2097;CP000236;;75008;5;2;CPCU;ENTRETIEN_RESEAU;Réparation suite à un sinistre;Avenue Delcassé;n°8;2017-03-27T06:00:00+02:00;2017-05-02T06:00:00+02:00;RESTREINTE;Fermeture du couloir  bus;2;1;;Esri_Anonymous;2017-03-09T17:20:03+01:00;Esri_Anonymous;2017-03-09T17:38:20+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.314732763070872, 48.8730935797168], [2.314704318407439, 48.87309073233893], [2.314678988270549, 48.873160373510714], [2.314711467018356, 48.87316592762385], [2.314732621829381, 48.87310431524547], [2.314732692450133, 48.87309894748116], [2.314732763070872, 48.8730935797168]]]}";48.8731282416, 2.3147075311
809;CP000106;;75019;6;1;Ville de Paris;REAMENAGEMENT_VOIRIE;;Place des Fêtes;;2016-11-07T02:00:00+01:00;2017-07-31T04:00:00+02:00;RESTREINTE;Réduction de la circulation selon les phases;2;2;;Esri_Anonymous;2016-12-22T16:58:26+01:00;CHANTIERP;2017-02-13T11:43:32+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.392296026675598, 48.877320842763154], [2.393571831867388, 48.87753676201514], [2.395345354221159, 48.87766388341914], [2.395688180083493, 48.877590427800726], [2.395641843467222, 48.87667183978882], [2.395554966304505, 48.876440469136874], [2.395377598486316, 48.87628919985795], [2.395199856186776, 48.87617015054275], [2.395013475072915, 48.87609402194987], [2.394298460065121, 48.87596688487344], [2.393817800489714, 48.87599130411476], [2.393368581008456, 48.87611254991277], [2.393180450873073, 48.87618678412335], [2.392868757478577, 48.876383911900824], [2.3925497339212702, 48.87651118565959], [2.392385462071643, 48.87663387332941], [2.392489611876923, 48.87677940558028], [2.39234838552826, 48.87702036063077], [2.392101879635462, 48.877212447270814], [2.392296026675598, 48.877320842763154]]]}";48.8768550416, 2.39410866218
561;CP000044;;75008;5;3;Hôtel Crillon;REHABILITATION_IMMEUBLE;;Rue Boissy d'Anglas / Place de la Concorde;;2013-09-01T04:00:00+02:00;2017-04-30T04:00:00+02:00;RESTREINTE;Neutralisation de la contre-allée;2;2;;Esri_Anonymous;2016-12-21T15:26:31+01:00;CHANTIERP;2017-02-13T11:44:02+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.320880098557122, 48.86725860521274], [2.321639653584957, 48.867042815780444], [2.3215436597631482, 48.8669161195504], [2.320853196351221, 48.86713766775548], [2.320880098557122, 48.86725860521274]]]}";48.8670862172, 2.32124084765
1777;CP000215;;75012;8;2;RATP;TRAVAUX_OUVRAGE;Prolongement L14 : adaptation de station;Rue Bercy;;2015-03-16T04:00:00+01:00;2018-06-30T08:00:00+02:00;RESTREINTE;Modification de la circulation selon les phases;2;2;;Esri_Anonymous;2017-02-10T17:09:42+01:00;CHANTIERP;2017-02-13T11:45:05+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.379744540216489, 48.839666443333485], [2.379902354161393, 48.83973388987464], [2.381246760388061, 48.838690271921], [2.381099079452845, 48.83860443807183], [2.379744540216489, 48.839666443333485]]]}";48.8391689776, 2.38050403077
934;CP000145;;75012;8;2;CPCU;ENTRETIEN_RESEAU;;crf Parrot / Lyon;;2016-10-17T06:00:00+02:00;2016-01-13T03:00:00+01:00;RESTREINTE;Maintien d'une file de circulation + voie bus sur Lyon et maintien d'une file sur Parrot;2;4;;Esri_Anonymous;2016-12-23T15:31:23+01:00;CHANTIERP;2017-02-13T11:41:01+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.372208552169034, 48.846332431214215], [2.37212455573326, 48.84657113588232], [2.372113223552848, 48.846613908306466], [2.372123796055824, 48.8466341894414], [2.372148773067044, 48.84665573691877], [2.372402451135565, 48.84669752012577], [2.372428332242558, 48.84664411624845], [2.372199890773038, 48.8466024655248], [2.37230025438417, 48.846351949084905], [2.372208552169034, 48.846332431214215]]]}";48.8465424145, 2.37223324684
1778;CP000216;;75012;8;2;RATP;TRAVAUX_OUVRAGE;Prolongement L14 : adaptation de station;;;2015-03-16T04:00:00+01:00;2018-06-30T08:00:00+02:00;RESTREINTE;Modification de la circulation selon les phases;2;4;;Esri_Anonymous;2017-02-10T17:11:04+01:00;CHANTIERP;2017-02-13T11:45:05+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.37974224050457, 48.83966940649963], [2.379891922856959, 48.83973859432576], [2.381267082214621, 48.83868561760914], [2.381127737472803, 48.8385807909954], [2.37974224050457, 48.83966940649963]]]}";48.8391560652, 2.38052293624
1154;CP000170;;75009;1;3;Sefri-Cime;REHABILITATION_IMMEUBLE;Travaux de curage;Rue de Clichy;n° 50;2017-01-09T04:00:00+01:00;2017-05-31T08:00:00+02:00;RESTREINTE;Neutralisation du stationnement payant en vis-à-vis et neutralisation du couloir de bus;2;2;;Esri_Anonymous;2017-01-06T17:32:02+01:00;CHANTIERP;2017-02-13T11:44:02+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.328987161247918, 48.88033635951499], [2.329082659039674, 48.88013463808208], [2.329004807836083, 48.880156807433096], [2.328936176376596, 48.880303355964315], [2.328987161247918, 48.88033635951499]]]}";48.880232746, 2.32900449246
1185;CP000172;;75012;8;1;Ville de Paris;ENTRETIEN_RESEAU;mise aux normes du carrefour;Avenue de Nogent;à l'angle avec l'Avenue du Tremblay;2017-03-13T03:00:00+01:00;2017-03-31T06:00:00+02:00;RESTREINTE;Une voie neutralisée dans chaque sens;2;2;;Esri_Anonymous;2017-01-09T15:08:10+01:00;Esri_Anonymous;2017-03-13T17:51:55+01:00;0.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.449006619473732, 48.8423070132485], [2.449184621845528, 48.84234947487732], [2.44933891096709, 48.84224786474416], [2.449226362486172, 48.84215216524259], [2.449395234735961, 48.84203515506354], [2.449280778637915, 48.84177882656333], [2.4490489184870823, 48.84171589052333], [2.448751816180617, 48.84219756970339], [2.449006619473732, 48.8423070132485]]]}";48.8420488714, 2.44909631119
